date,net_load,AT_load_actual_entsoe_transparency,AT_solar_generation_actual,AT_wind_onshore_generation_actual,air_density,humidity,irradiance_surface,irradiance_toa,snow_mass,snowfall,temperature,wind_speed
2019/1/23 13:00,10065,10236,62,109,1.198,0.003,121.216,358.175,58.227,0.041,-4.7,1.544
2019/1/23 14:00,9964,10173,34,175,1.198,0.003,56.508,195.625,58.252,0.034,-5.058,1.412
2019/1/23 15:00,10107,10305,14,184,1.2,0.002,6.259,26.837,58.284,0.03,-5.978,1.249
2019/1/23 16:00,10437,10605,4,164,1.202,0.002,0,0,58.315,0.028,-6.897,1.181
2019/1/23 17:00,10341,10483,4,138,1.204,0.002,0,0,58.344,0.026,-7.436,1.146
2019/1/23 18:00,9760,9877,0,117,1.205,0.002,0,0,58.376,0.032,-7.737,1.06
2019/1/23 19:00,9164,9269,0,105,1.207,0.002,0,0,58.406,0.024,-8.012,0.97
2019/1/23 20:00,8471,8590,0,119,1.207,0.002,0,0,58.429,0.018,-8.31,0.906
2019/1/23 21:00,8270,8397,0,127,1.208,0.002,0,0,58.447,0.015,-8.497,0.882
2019/1/23 22:00,7767,7897,0,130,1.208,0.002,0,0,58.463,0.013,-8.643,0.885
2019/1/23 23:00,7451,7580,0,129,1.209,0.002,0,0,58.476,0.011,-8.813,0.928
2019/1/24 0:00,7233,7350,0,117,1.21,0.002,0,0,58.489,0.011,-8.995,1.016
2019/1/24 1:00,7071,7184,0,113,1.211,0.002,0,0,58.504,0.013,-9.143,1.092
2019/1/24 2:00,6882,7024,0,142,1.212,0.002,0,0,58.519,0.014,-9.229,1.154
2019/1/24 3:00,6953,7161,0,208,1.213,0.002,0,0,58.536,0.014,-9.283,1.16
2019/1/24 4:00,7532,7811,0,279,1.214,0.002,0,0,58.551,0.012,-9.262,1.19
2019/1/24 5:00,8604,8986,0,382,1.215,0.002,0,0,58.563,0.009,-9.28,1.3
2019/1/24 6:00,9481,10072,7,584,1.216,0.002,5.984,23.462,58.573,0.007,-9.404,1.495
2019/1/24 7:00,9683,10444,14,747,1.217,0.002,77.021,191.044,58.581,0.006,-8.789,1.83
2019/1/24 8:00,9533,10560,26,1001,1.215,0.002,178.708,356.01,58.584,0.006,-7.17,2.041
2019/1/24 9:00,9357,10638,48,1233,1.211,0.002,264.706,473.173,58.574,0.005,-5.339,2.203
2019/1/24 10:00,9049,10626,71,1506,1.206,0.002,312.656,534.634,58.542,0.007,-4.123,2.396
2019/1/24 11:00,8630,10416,86,1700,1.203,0.003,311.232,536.164,58.492,0.008,-3.451,2.56
2019/1/24 12:00,8365,10292,88,1839,1.202,0.003,257.825,477.646,58.447,0.01,-3.282,2.672
2019/1/24 13:00,8228,10182,75,1879,1.202,0.003,171.207,363.118,58.422,0.011,-3.539,2.665
2019/1/24 14:00,8327,10186,45,1814,1.204,0.002,75.777,200.39,58.418,0.01,-4.237,2.419
2019/1/24 15:00,8384,10229,18,1827,1.207,0.002,7.921,29.118,58.427,0.009,-5.572,2.2
2019/1/24 16:00,8584,10544,6,1954,1.209,0.002,0,0,58.437,0.009,-6.653,2.208
2019/1/24 17:00,8441,10373,4,1928,1.211,0.002,0,0,58.447,0.008,-7.391,2.138
2019/1/24 18:00,7849,9736,0,1887,1.214,0.002,0,0,58.458,0.009,-8.051,2.05
2019/1/24 19:00,7266,9119,0,1853,1.215,0.002,0,0,58.469,0.009,-8.549,2.09
2019/1/24 20:00,6689,8547,0,1858,1.217,0.002,0,0,58.481,0.009,-8.885,2.126
2019/1/24 21:00,6558,8294,0,1736,1.218,0.002,0,0,58.492,0.008,-9.073,2.078
2019/1/24 22:00,6196,7819,0,1623,1.219,0.002,0,0,58.503,0.008,-9.192,2.023
2019/1/24 23:00,5991,7554,0,1563,1.219,0.002,0,0,58.514,0.008,-9.145,2.007
2019/1/25 0:00,5713,7317,0,1604,1.22,0.002,0,0,58.524,0.008,-9.049,1.959
2019/1/25 1:00,5615,7215,0,1600,1.22,0.002,0,0,58.534,0.009,-9.03,1.9
2019/1/25 2:00,5435,7091,0,1656,1.22,0.002,0,0,58.546,0.01,-9.105,1.862
2019/1/25 3:00,5491,7213,0,1722,1.221,0.002,0,0,58.559,0.01,-9.188,1.876
2019/1/25 4:00,6184,7855,0,1671,1.222,0.002,0,0,58.572,0.01,-9.29,1.9
2019/1/25 5:00,7187,8864,0,1677,1.223,0.002,0,0,58.585,0.009,-9.392,1.906
2019/1/25 6:00,8353,10025,11,1661,1.224,0.002,8.01,25.643,58.596,0.008,-9.475,1.884
2019/1/25 7:00,8911,10351,27,1413,1.224,0.002,86.964,195.88,58.604,0.007,-8.588,2.14
2019/1/25 8:00,9101,10429,55,1273,1.221,0.002,189.259,361.034,58.605,0.006,-6.799,2.618
2019/1/25 9:00,8705,10424,95,1624,1.218,0.002,276.466,478.382,58.587,0.006,-5.288,3.164
2019/1/25 10:00,8014,10332,146,2172,1.214,0.002,322.588,539.9,58.553,0.007,-4.384,3.354
2019/1/25 11:00,7560,10118,172,2386,1.212,0.002,300.378,541.456,58.509,0.009,-3.932,3.353
2019/1/25 12:00,7336,9880,169,2375,1.211,0.002,254.213,482.868,58.469,0.01,-3.817,3.3
2019/1/25 13:00,7318,9749,134,2297,1.211,0.002,174.723,368.215,58.439,0.008,-3.999,3.116
2019/1/25 14:00,7365,9692,78,2249,1.213,0.002,82.932,205.274,58.425,0.005,-4.577,2.742
2019/1/25 15:00,7603,9828,32,2193,1.215,0.002,9.411,31.554,58.423,0.004,-5.842,2.286
2019/1/25 16:00,8344,10228,9,1875,1.217,0.002,0,0,58.427,0.003,-7.045,2.103
2019/1/25 17:00,8288,10087,4,1795,1.219,0.002,0,0,58.431,0.003,-7.805,2.037
2019/1/25 18:00,7695,9570,0,1875,1.221,0.002,0,0,58.439,0.01,-8.255,2.103
2019/1/25 19:00,6941,9027,0,2086,1.223,0.002,0,0,58.448,0.007,-8.453,2.291
2019/1/25 20:00,6159,8473,0,2314,1.224,0.002,0,0,58.453,0.004,-8.608,2.469
2019/1/25 21:00,6122,8355,0,2233,1.224,0.002,0,0,58.455,0.002,-8.767,2.513
2019/1/25 22:00,5437,7903,0,2466,1.223,0.002,0,0,58.456,0.001,-9.031,2.341
2019/1/25 23:00,5332,7572,0,2240,1.223,0.002,0,0,58.457,0.002,-9.314,2.23
2019/1/26 0:00,5232,7249,0,2017,1.222,0.002,0,0,58.461,0.005,-9.475,2.069
2019/1/26 1:00,5079,7077,0,1998,1.221,0.002,0,0,58.47,0.013,-9.433,1.887
2019/1/26 2:00,4953,6860,0,1907,1.219,0.002,0,0,58.486,0.023,-9.037,1.858
2019/1/26 3:00,5264,6798,0,1534,1.218,0.002,0,0,58.512,0.038,-8.398,1.796
2019/1/26 4:00,5697,6998,0,1301,1.216,0.002,0,0,58.553,0.062,-7.667,1.73
2019/1/26 5:00,6188,7328,0,1140,1.213,0.002,0,0,58.618,0.091,-6.957,1.728
2019/1/26 6:00,7221,8044,8,815,1.21,0.002,4.567,27.98,58.728,0.142,-6.171,1.858
2019/1/26 7:00,7989,8625,18,618,1.206,0.002,41.177,200.834,58.894,0.206,-4.772,2.179
2019/1/26 8:00,8350,9045,34,661,1.202,0.003,90.842,366.21,59.12,0.259,-3.104,2.323
2019/1/26 9:00,8546,9265,57,662,1.197,0.003,145.766,483.691,59.392,0.303,-1.622,2.727
2019/1/26 10:00,8484,9270,83,703,1.192,0.003,169.897,545.311,59.667,0.283,-0.539,2.786
2019/1/26 11:00,8100,9048,97,851,1.187,0.004,177.495,546.804,59.877,0.243,0.211,2.719
2019/1/26 12:00,7841,8755,93,821,1.184,0.004,154.904,488.221,59.962,0.2,0.624,2.686
2019/1/26 13:00,7705,8623,76,842,1.182,0.004,118.462,373.388,59.989,0.158,0.794,2.653
2019/1/26 14:00,7721,8548,48,779,1.181,0.004,62.726,210.271,59.999,0.122,0.636,2.564
2019/1/26 15:00,7882,8620,22,716,1.18,0.004,8.466,34.147,60.031,0.082,0.053,2.524
2019/1/26 16:00,8052,9002,8,942,1.179,0.004,0,0,60.054,0.048,-0.238,2.584
2019/1/26 17:00,7921,8889,4,964,1.179,0.004,0,0,60.033,0.035,-0.405,2.522
2019/1/26 18:00,7477,8268,0,791,1.179,0.004,0,0,60.003,0.026,-0.55,2.401
2019/1/26 19:00,7182,7880,0,698,1.179,0.004,0,0,59.981,0.016,-0.638,2.213
2019/1/26 20:00,6830,7389,0,559,1.178,0.004,0,0,59.971,0.007,-0.784,2.037
2019/1/26 21:00,6890,7338,0,448,1.178,0.004,0,0,59.965,0.003,-1.106,1.921
2019/1/26 22:00,6487,6919,0,432,1.178,0.003,0,0,59.961,0.002,-1.457,1.837
2019/1/26 23:00,6068,6584,0,516,1.177,0.003,0,0,59.961,0.001,-1.874,1.628
2019/1/27 0:00,5906,6309,0,403,1.177,0.003,0,0,59.964,0,-2.26,1.433
2019/1/27 1:00,5806,6193,0,387,1.177,0.003,0,0,59.966,0,-2.529,1.248
2019/1/27 2:00,5581,6051,0,470,1.176,0.003,0,0,59.969,0,-2.784,1.173
2019/1/27 3:00,5524,6024,0,500,1.176,0.003,0,0,59.972,0,-3.136,1.11
2019/1/27 4:00,5733,6154,0,421,1.176,0.003,0,0,59.974,0,-3.535,1.101
2019/1/27 5:00,5755,6355,0,600,1.177,0.003,0,0,59.976,0,-3.862,1.125
2019/1/27 6:00,6203,6964,20,741,1.178,0.003,10.056,30.473,59.978,0.001,-4.051,1.174
2019/1/27 7:00,6559,7454,51,844,1.179,0.003,83.355,205.905,59.978,0.001,-3.141,1.362
2019/1/27 8:00,6670,7868,98,1100,1.179,0.003,167.251,371.474,59.96,0.001,-1.479,1.555
2019/1/27 9:00,6989,8114,156,969,1.177,0.004,239.779,489.107,59.878,0.001,-0.324,1.71
2019/1/27 10:00,7319,8181,235,627,1.174,0.004,285.631,550.812,59.749,0.001,0.378,1.891
2019/1/27 11:00,7188,7956,266,502,1.171,0.004,277.455,552.376,59.581,0.003,0.876,1.946
2019/1/27 12:00,6843,7714,247,624,1.168,0.004,224.298,493.642,59.419,0.004,1.025,1.832
2019/1/27 13:00,6864,7569,184,521,1.168,0.004,150.301,378.723,59.289,0.005,0.845,1.529
2019/1/27 14:00,6909,7447,107,431,1.168,0.004,71.052,215.372,59.223,0.005,0.274,1.203
2019/1/27 15:00,7282,7688,45,361,1.169,0.004,9.771,36.907,59.221,0.004,-0.687,1.078
2019/1/27 16:00,7718,8204,11,475,1.169,0.004,0,0,59.235,0.006,-1.485,1.166
2019/1/27 17:00,7518,8364,4,842,1.17,0.003,0,0,59.255,0.01,-1.907,1.219
2019/1/27 18:00,7308,7977,0,669,1.171,0.003,0,0,59.317,0.063,-2.099,1.281
2019/1/27 19:00,7058,7592,0,534,1.17,0.003,0,0,59.426,0.102,-2.043,1.289
2019/1/27 20:00,6587,7271,0,684,1.17,0.003,0,0,59.582,0.165,-1.873,1.318
2019/1/27 21:00,6623,7400,0,777,1.17,0.003,0,0,59.784,0.213,-1.801,1.293
2019/1/27 22:00,6243,7044,0,801,1.17,0.004,0,0,60.024,0.239,-1.724,1.29
2019/1/27 23:00,6181,6822,0,641,1.171,0.004,0,0,60.427,0.423,-1.594,1.49
2019/1/28 0:00,5864,6654,0,790,1.172,0.004,0,0,61.139,0.851,-1.679,1.705
2019/1/28 1:00,5751,6553,0,802,1.172,0.004,0,0,61.906,0.653,-1.64,1.684
2019/1/28 2:00,5868,6452,0,584,1.172,0.004,0,0,62.454,0.464,-1.484,1.7
2019/1/28 3:00,6401,6643,0,242,1.172,0.004,0,0,62.903,0.409,-1.436,1.508
2019/1/28 4:00,7133,7345,0,212,1.173,0.004,0,0,63.274,0.321,-1.492,1.732
2019/1/28 5:00,8505,8593,0,88,1.173,0.004,0,0,63.543,0.227,-1.573,1.984
2019/1/28 6:00,9542,9702,12,148,1.174,0.003,4.513,33.129,63.742,0.179,-1.743,2.09
2019/1/28 7:00,9675,10036,29,332,1.175,0.004,50.261,211.072,63.89,0.143,-1.523,2.24
2019/1/28 8:00,9503,10174,56,615,1.175,0.004,117.466,376.87,63.941,0.075,-0.909,2.313
2019/1/28 9:00,8924,10292,91,1277,1.174,0.004,172.253,494.658,63.861,0.028,-0.404,2.314
2019/1/28 10:00,8670,10285,138,1477,1.173,0.004,213.351,556.399,63.671,0.025,-0.043,2.404
2019/1/28 11:00,8865,10099,157,1077,1.172,0.004,237.001,557.957,63.406,0.027,0.174,2.414
2019/1/28 12:00,9154,9954,146,654,1.171,0.004,239.466,499.209,63.139,0.033,0.324,2.48
2019/1/28 13:00,9159,9849,112,578,1.171,0.004,178.713,384.128,62.944,0.04,0.217,2.346
2019/1/28 14:00,9103,9767,68,596,1.172,0.004,90.966,220.583,62.888,0.042,-0.495,1.947
2019/1/28 15:00,9100,9783,29,654,1.174,0.003,10.714,39.837,62.913,0.039,-1.871,1.683
2019/1/28 16:00,9382,10117,8,727,1.176,0.003,0,0,62.947,0.038,-2.693,1.65
2019/1/28 17:00,9059,10068,4,1005,1.177,0.003,0,0,62.983,0.039,-3.099,1.669
2019/1/28 18:00,8364,9492,0,1128,1.179,0.003,0,0,63.026,0.05,-3.307,1.693
2019/1/28 19:00,8064,8879,0,815,1.18,0.003,0,0,63.077,0.054,-3.384,1.722
2019/1/28 20:00,7795,8277,0,482,1.181,0.003,0,0,63.131,0.055,-3.415,1.761
2019/1/28 21:00,7423,8010,0,587,1.182,0.003,0,0,63.186,0.06,-3.479,1.825
2019/1/28 22:00,6477,7544,0,1067,1.183,0.003,0,0,63.246,0.065,-3.648,1.874
2019/1/28 23:00,5718,7213,0,1495,1.184,0.003,0,0,63.309,0.065,-3.717,1.933
2019/1/29 0:00,5549,6955,0,1406,1.185,0.003,0,0,63.372,0.062,-3.702,1.97
2019/1/29 1:00,5524,6911,0,1387,1.187,0.003,0,0,63.431,0.057,-3.645,2.032
2019/1/29 2:00,5462,6861,0,1399,1.188,0.003,0,0,63.485,0.051,-3.581,2.117
2019/1/29 3:00,5459,7002,0,1543,1.189,0.003,0,0,63.531,0.043,-3.507,2.225
2019/1/29 4:00,6005,7650,0,1645,1.19,0.003,0,0,63.57,0.036,-3.508,2.235
2019/1/29 5:00,7043,8814,0,1771,1.192,0.003,0,0,63.603,0.031,-3.69,2.124
2019/1/29 6:00,8005,9788,18,1765,1.193,0.003,9.703,35.954,63.632,0.027,-3.762,2.144
2019/1/29 7:00,8562,10082,48,1472,1.194,0.003,80.707,216.347,63.652,0.021,-3.051,2.298
2019/1/29 8:00,8366,10119,96,1657,1.193,0.003,171.858,382.355,63.644,0.019,-1.857,2.344
2019/1/29 9:00,8283,10151,164,1704,1.191,0.003,253.454,500.273,63.548,0.019,-0.898,2.403
2019/1/29 10:00,8162,10043,258,1623,1.189,0.003,316.136,562.109,63.374,0.015,-0.409,2.407
2019/1/29 11:00,8128,9721,300,1293,1.188,0.003,325.135,563.693,63.176,0.011,-0.193,2.15
2019/1/29 12:00,8443,9628,290,895,1.187,0.003,280.927,504.849,62.998,0.009,-0.178,1.782
2019/1/29 13:00,8790,9563,225,548,1.187,0.003,200.793,389.639,62.88,0.009,-0.378,1.253
2019/1/29 14:00,9120,9592,134,338,1.187,0.003,101.496,225.889,62.847,0.005,-1.321,0.668
2019/1/29 15:00,9457,9683,57,169,1.188,0.003,15.038,42.944,62.849,0.003,-2.953,0.808
2019/1/29 16:00,10001,10174,14,159,1.189,0.003,0,0,62.853,0.002,-4.006,0.972
2019/1/29 17:00,9952,10089,4,133,1.191,0.002,0,0,62.857,0.003,-4.815,1.034
2019/1/29 18:00,9456,9524,0,68,1.193,0.002,0,0,62.861,0.001,-5.657,1.065
2019/1/29 19:00,9002,9020,0,18,1.194,0.002,0,0,62.866,0.001,-6.535,1.04
2019/1/29 20:00,8379,8384,0,5,1.195,0.002,0,0,62.871,0.002,-7.216,0.905
2019/1/29 21:00,8221,8228,0,7,1.196,0.002,0,0,62.878,0.002,-7.534,0.842
2019/1/29 22:00,7628,7670,0,42,1.197,0.002,0,0,62.885,0.002,-7.924,1.025
2019/1/29 23:00,7274,7373,0,99,1.198,0.002,0,0,62.892,0.003,-8.216,1.086
2019/1/30 0:00,6985,7110,0,125,1.199,0.002,0,0,62.899,0.003,-8.287,1.124
2019/1/30 1:00,6727,6982,0,255,1.199,0.002,0,0,62.906,0.002,-8.223,1.139
2019/1/30 2:00,6518,6893,0,375,1.199,0.002,0,0,62.912,0.002,-8.204,1.109
2019/1/30 3:00,6569,7080,0,511,1.199,0.002,0,0,62.918,0.002,-8.289,1.093
2019/1/30 4:00,6985,7726,0,741,1.199,0.002,0,0,62.924,0.002,-8.346,1.107
2019/1/30 5:00,7802,8826,0,1024,1.199,0.002,0,0,62.93,0.003,-8.427,1.137
2019/1/30 6:00,8720,9835,16,1099,1.2,0.002,14.89,38.949,62.936,0.003,-8.321,1.21
2019/1/30 7:00,9068,10137,41,1028,1.199,0.002,111.878,221.721,62.939,0.003,-6.684,1.63
2019/1/30 8:00,9142,10075,92,841,1.195,0.003,230.947,387.947,62.932,0.003,-4.412,1.956
2019/1/30 9:00,9118,9979,152,709,1.189,0.003,322.597,506.016,62.89,0.004,-2.352,2.38
2019/1/30 10:00,8922,9912,258,732,1.184,0.003,363.936,567.975,62.768,0.005,-1.145,2.494
2019/1/30 11:00,8743,9715,306,666,1.181,0.003,350.05,569.5,62.595,0.006,-0.463,2.358
2019/1/30 12:00,8708,9679,297,674,1.178,0.003,291.12,510.606,62.436,0.007,-0.163,2.131
2019/1/30 13:00,8734,9646,222,690,1.178,0.003,190.548,395.257,62.335,0.009,-0.261,1.822
2019/1/30 14:00,8862,9664,126,676,1.179,0.003,93.114,231.315,62.306,0.012,-0.995,1.335
2019/1/30 15:00,9039,9770,54,677,1.181,0.003,12.627,46.23,62.317,0.015,-2.696,1.258
2019/1/30 16:00,9523,10143,14,606,1.184,0.003,0,0.002,62.335,0.018,-3.729,1.437
2019/1/30 17:00,9602,10125,4,519,1.186,0.003,0,0,62.355,0.019,-4.343,1.44
2019/1/30 18:00,9145,9526,0,381,1.189,0.003,0,0,62.389,0.041,-4.747,1.387
2019/1/30 19:00,8700,8941,0,241,1.19,0.003,0,0,62.424,0.026,-5.065,1.315
2019/1/30 20:00,8132,8333,0,201,1.192,0.003,0,0,62.45,0.022,-5.295,1.251
2019/1/30 21:00,8038,8205,0,167,1.193,0.003,0,0,62.473,0.018,-5.412,1.118
2019/1/30 22:00,7561,7680,0,119,1.193,0.003,0,0,62.491,0.016,-5.436,0.985
2019/1/30 23:00,7179,7295,0,116,1.193,0.003,0,0,62.508,0.014,-5.423,0.886
2019/1/31 0:00,6883,6988,0,105,1.193,0.003,0,0,62.524,0.013,-5.583,0.82
2019/1/31 1:00,6794,6886,0,92,1.194,0.002,0,0,62.537,0.01,-5.813,0.846
2019/1/31 2:00,6668,6760,0,92,1.194,0.002,0,0,62.547,0.007,-6.099,0.866
2019/1/31 3:00,6797,6870,0,73,1.194,0.002,0,0,62.554,0.004,-6.372,0.87
2019/1/31 4:00,7527,7559,0,32,1.195,0.002,0,0,62.559,0.003,-6.777,0.865
2019/1/31 5:00,8704,8728,0,24,1.197,0.002,0,0,62.565,0.004,-7.295,0.847
2019/1/31 6:00,9768,9819,16,35,1.198,0.002,14.064,42.126,62.572,0.006,-7.709,0.808
2019/1/31 7:00,10075,10155,40,40,1.199,0.002,110.017,227.19,62.581,0.006,-6.948,0.686
2019/1/31 8:00,10074,10179,86,19,1.197,0.003,223.442,393.6,62.583,0.005,-4.445,0.785
2019/1/31 9:00,10020,10183,145,18,1.192,0.003,304.273,511.839,62.524,0.005,-2.326,1.212
2019/1/31 10:00,9899,10157,233,25,1.187,0.003,336.366,573.859,62.39,0.005,-1.198,1.49
2019/1/31 11:00,9640,9972,276,56,1.184,0.003,329.673,575.445,62.233,0.006,-0.552,1.606
2019/1/31 12:00,9548,9908,270,90,1.182,0.003,287.607,516.471,62.101,0.007,-0.318,1.676
2019/1/31 13:00,9498,9843,212,133,1.181,0.003,199.042,400.983,62.022,0.006,-0.476,1.596
2019/1/31 14:00,9367,9728,128,233,1.183,0.003,101.657,236.825,61.996,0.003,-1.203,1.237
2019/1/31 15:00,9472,9839,56,311,1.184,0.003,17.466,49.696,61.997,0.003,-2.903,1.191
2019/1/31 16:00,9740,10219,14,465,1.187,0.003,0.001,0.005,62.004,0.004,-4.451,1.623
2019/1/31 17:00,9292,10192,4,896,1.189,0.003,0,0,62.012,0.003,-5.478,1.837
2019/1/31 18:00,8420,9620,0,1200,1.192,0.002,0,0,62.022,0.005,-6.252,1.849
2019/1/31 19:00,7780,9131,0,1351,1.194,0.002,0,0,62.033,0.007,-6.57,1.775
2019/1/31 20:00,6890,8511,0,1621,1.196,0.002,0,0,62.044,0.009,-6.476,1.807
2019/1/31 21:00,6537,8308,0,1771,1.199,0.002,0,0,62.053,0.013,-6.391,1.813
2019/1/31 22:00,5927,7776,0,1849,1.2,0.002,0,0,62.068,0.023,-6.334,1.845
2019/1/31 23:00,5428,7400,0,1972,1.2,0.002,0,0,62.08,0.014,-6.181,1.9
2019/2/1 0:00,5114,7144,0,2030,1.199,0.002,0,0,62.085,0.012,-5.938,1.953
2019/2/1 1:00,4982,7028,0,2046,1.198,0.003,0,0,62.091,0.014,-5.7,2.055
2019/2/1 2:00,4724,6863,0,2139,1.196,0.003,0,0,62.098,0.016,-5.611,2.072
2019/2/1 3:00,5011,7026,0,2015,1.194,0.003,0,0,62.106,0.016,-5.406,2.097
2019/2/1 4:00,5696,7657,0,1961,1.192,0.003,0,0,62.114,0.016,-5.039,2.094
2019/2/1 5:00,6625,8714,0,2089,1.19,0.003,0,0,62.126,0.019,-4.735,2.027
2019/2/1 6:00,7724,9719,18,1977,1.189,0.003,11.959,45.485,62.145,0.023,-4.506,2.003
2019/2/1 7:00,7997,10013,44,1972,1.187,0.003,86.781,232.762,62.164,0.026,-3.306,2.112
2019/2/1 8:00,7963,10035,88,1984,1.182,0.003,181.251,399.402,62.174,0.028,-1.499,2.326
2019/2/1 9:00,7827,10013,144,2042,1.176,0.004,239.343,517.814,62.13,0.039,0.118,2.518
2019/2/1 10:00,7693,10006,218,2095,1.171,0.004,253.327,579.92,62.009,0.049,1.145,2.566
2019/2/1 11:00,7412,9763,238,2113,1.167,0.004,237.206,581.466,61.858,0.057,1.684,2.621
2019/2/1 12:00,7200,9579,220,2159,1.165,0.004,151.509,522.449,61.703,0.056,1.642,2.55
2019/2/1 13:00,7110,9413,172,2131,1.165,0.004,89.008,406.751,61.538,0.038,1.259,2.519
2019/2/1 14:00,7134,9333,115,2084,1.166,0.004,42.206,242.422,61.365,0.037,0.966,2.695
2019/2/1 15:00,7104,9390,56,2230,1.165,0.004,6.994,53.351,61.166,0.027,0.902,2.892
2019/2/1 16:00,7530,9796,16,2250,1.163,0.004,0.001,0.013,60.906,0.024,1.073,2.998
2019/2/1 17:00,7422,9710,8,2280,1.162,0.004,0,0,60.598,0.024,1.209,3.084
2019/2/1 18:00,6648,9066,0,2418,1.16,0.005,0,0,60.255,0.037,1.273,3.079
2019/2/1 19:00,5882,8484,0,2602,1.16,0.005,0,0,59.873,0.031,1.312,3.025
2019/2/1 20:00,5269,7873,0,2604,1.159,0.005,0,0,59.432,0.032,1.299,2.902
2019/2/1 21:00,5271,7716,0,2445,1.159,0.005,0,0,58.953,0.036,1.254,2.799
2019/2/1 22:00,4802,7166,0,2364,1.159,0.005,0,0,58.499,0.073,1.239,2.774
2019/2/1 23:00,4313,6786,0,2473,1.159,0.005,0,0,58.084,0.069,1.273,2.755
2019/2/2 0:00,4041,6483,0,2442,1.158,0.005,0,0,57.709,0.054,1.332,2.686
2019/2/2 1:00,3760,6356,0,2596,1.158,0.005,0,0,57.38,0.05,1.348,2.538
2019/2/2 2:00,3591,6122,0,2531,1.158,0.005,0,0,57.086,0.043,1.351,2.462
2019/2/2 3:00,3646,6182,0,2536,1.158,0.005,0,0,56.825,0.036,1.517,2.535
2019/2/2 4:00,4032,6457,0,2425,1.157,0.005,0,0,56.605,0.039,1.63,2.402
2019/2/2 5:00,4583,6859,0,2276,1.157,0.005,0,0,56.391,0.036,1.743,2.34
2019/2/2 6:00,5206,7546,21,2319,1.157,0.005,6.433,49.035,56.186,0.026,1.745,2.227
2019/2/2 7:00,5594,8015,46,2375,1.158,0.005,45.509,238.416,55.969,0.023,1.952,2.187
2019/2/2 8:00,6102,8362,83,2177,1.158,0.005,104.051,405.251,55.697,0.02,2.356,2.197
2019/2/2 9:00,6081,8515,140,2294,1.157,0.005,182.983,523.813,55.242,0.018,2.795,2.26
2019/2/2 10:00,5923,8530,211,2396,1.155,0.005,246.949,585.976,54.554,0.012,3.529,2.389
2019/2/2 11:00,5563,8184,241,2380,1.151,0.005,291.323,587.588,53.787,0.013,4.511,2.367
2019/2/2 12:00,5476,7931,234,2221,1.149,0.006,270.333,528.415,53.143,0.012,5.119,2.164
2019/2/2 13:00,5516,7759,198,2045,1.148,0.006,180.183,412.657,52.675,0.01,4.861,1.579
2019/2/2 14:00,5716,7788,136,1936,1.15,0.005,81.888,248.113,52.43,0.008,3.527,1.167
2019/2/2 15:00,6036,7906,64,1806,1.152,0.005,14.761,57.191,52.36,0.008,2.272,1.116
2019/2/2 16:00,7006,8351,19,1326,1.155,0.005,0.004,0.026,52.352,0.021,1.899,1.007
2019/2/2 17:00,7212,8304,8,1084,1.157,0.005,0,0,52.385,0.048,1.852,0.868
2019/2/2 18:00,7120,7812,0,692,1.159,0.005,0,0,52.448,0.055,1.747,0.811
2019/2/2 19:00,6901,7367,0,466,1.161,0.005,0,0,52.555,0.115,1.761,0.833
2019/2/2 20:00,6447,6921,0,474,1.162,0.005,0,0,52.736,0.17,1.753,0.794
2019/2/2 21:00,6513,7006,0,493,1.163,0.005,0,0,52.987,0.244,1.498,0.869
2019/2/2 22:00,5897,6610,0,713,1.165,0.005,0,0,53.307,0.362,1.204,1.043
2019/2/2 23:00,5220,6269,0,1049,1.165,0.005,0,0,53.692,0.477,1.065,1.146
2019/2/3 0:00,4965,6041,0,1076,1.165,0.005,0,0,54.18,0.602,1.027,1.21
2019/2/3 1:00,4808,5888,0,1080,1.166,0.005,0,0,54.721,0.599,0.964,1.244
2019/2/3 2:00,4311,5760,0,1449,1.167,0.004,0,0,55.239,0.544,0.82,1.296
2019/2/3 3:00,4186,5698,0,1512,1.169,0.004,0,0,55.756,0.62,0.636,1.473
2019/2/3 4:00,4173,5931,0,1758,1.171,0.004,0,0,56.366,0.679,0.428,1.561
2019/2/3 5:00,4236,6084,0,1848,1.172,0.004,0,0,56.945,0.559,0.246,1.508
2019/2/3 6:00,5286,6623,14,1323,1.174,0.004,4.165,52.773,57.349,0.357,0.238,1.443
2019/2/3 7:00,5798,7046,24,1224,1.174,0.004,39.912,244.181,57.572,0.207,0.605,1.349
2019/2/3 8:00,6526,7470,44,900,1.174,0.004,112.733,411.222,57.661,0.149,1.392,1.352
2019/2/3 9:00,7117,7788,74,597,1.172,0.005,197.919,529.947,57.634,0.121,2.276,1.339
2019/2/3 10:00,7354,7981,108,519,1.171,0.005,256.539,592.181,57.529,0.103,3.068,1.24
2019/2/3 11:00,6925,7804,122,757,1.17,0.005,237.374,593.718,57.419,0.096,3.314,1.422
2019/2/3 12:00,6253,7614,114,1247,1.172,0.004,170.563,534.567,57.369,0.105,2.907,1.829
2019/2/3 13:00,5545,7512,96,1871,1.177,0.004,109.714,418.649,57.383,0.107,2.119,2.226
2019/2/3 14:00,5372,7482,71,2039,1.181,0.004,61.142,253.905,57.439,0.101,1.068,2.539
2019/2/3 15:00,5289,7613,38,2286,1.187,0.004,11.139,61.218,57.519,0.099,-0.188,2.622
